File Name,Skills
19831366.pdf,"art, cooking, costing, inventory, math, payroll, personnel, reading, scheduling, structured"
19951766.pdf,delivers exceptional
20033302.pdf,"administrative, arabic, contracts, customer relationship management, client, customer satisfaction, delivery, energy efficient, english, food safety"
20321582.pdf,conflict resolution
20691949.pdf,"interpersonal skills, cooking, critical thinking, dependability focused, human relations, inventory, listening skills, time and personnel management"
20817322.pdf,bilingual englishspanish
21101152.pdf,beautiful presentation of food
21334981.pdf,courteous demeanor
21511817.pdf,"army, basic, budget, ca, controller, counseling, drivers, forecasting, government, instruction, instructor, leadership, leadership development"
21611637.pdf,contemporary sauce work
21622444.pdf,mathematical aptitude
21869994.pdf,"exceptional listener and communicator who can convey information verbally and in writing computerliterate with extensive knowledge, covering"
21904897.pdf,safe handling of all commercial food service equipment
22349169.pdf,"coaching, cooking, counseling, customer satisfaction, delivery, hiring, pricing, quality, recruiting, safety, scheduling, supervising"
23032276.pdf,highly organized
23185829.pdf,leadership skills
23398733.pdf,"computer systems, organized, self starter, grammar, communicates well"
23568731.pdf,exceptional knife skills
23591247.pdf,hardworking inventory control
23807940.pdf,business operations expertise natural leader
23841877.pdf,"computer experience include windows nt, windows, vista, windows, windows, microsoft office, microsoft word, excel, word"
24221960.pdf,"warehouse worker, cashier, line cook, closing, communication skills, interpersonal skills, customer service skills, leadership skills, organizational skills, fast learner, research, very friendly, adaptable"
24673903.pdf,active listening skills
24709432.pdf,"administrative, business administration, clerical, ca, counseling, client, clients, delivery, forms, inventory, machinery, materials, excel, exchange"
25128608.pdf,beautiful presentation of food
25452321.pdf,work experience
25924968.pdf,"abc, photoshop, basic, computerliterate, ventura, costing, customer relations, french, general manager, hiring, internet skills, inventory"
25953797.pdf,"arts, inventory"
26189601.pdf,knowledge of the personal chefprivate catering business
26718039.pdf,"delivery, detail oriented, english, inventory, inventory management, logistics, producing, purchasing, quality, retail, scheduling, spanish, workflow"
27298953.pdf,"relationship management, human resources management, adaptable, advertising, budgets, contract and proposal preparation, customer"
27662298.pdf,staff development and training
27820360.pdf,"attention to detail, budget, c, color, cost control, customer service, focus, inventory, leadership skills, leadership training, director, meetings"
27831220.pdf,welltuned palette
27909372.pdf,"budgets, credit, customer service, inspect, ma, machinery, mac os, marketing, market, ms excel, powerpoint, ms word, public relations"
28092317.pdf,commitment to quality
28176889.pdf,"cash handling, professional and friendly, careful and active listener, data entry"
28230807.pdf,"coaching, cooking, cost control, counseling, clients, client relations, creative development, hiring, hr, human resources management, instructing"
28396528.pdf,patientfocused care
28424982.pdf,"budgets, cooking, costing, inventory, managing, public"
29072179.pdf,"benefits, cash register, cpt, customer service, delivery, financial, forms, icd, insurance, director, mainframe, managing, medical terminology"
29211359.pdf,food handlers card
29449419.pdf,ms office proficient  budgeting  invoice competencies  food allergymedical condition trained  quick books  quicken
29772450.pdf,"compliance audits, concept, consulting, content, special events, fame, government, leadership, leadership skills, marketing, outside sales, retail"
29775391.pdf,beautiful presentation of food
29784524.pdf,quick problem solver
29990140.pdf,"customer service, internet research, time management"
30128072.pdf,"basic computer skills, documentation, staff training, english, hebrew, inventory control, law, legal, legal documents, notes, microsoft office"
30311202.pdf,portion and cost control
30337969.pdf,"general accounting, biology, budgeting, business administration, business development, chemistry, closing, client, clients, customer support"
30826569.pdf,national and international director to  employees and  independent contractors recipe modification specialist
31547476.pdf,"accounting, bookkeeping, cash register, cash registers, consultant, credit, electronics, general manager, inventory, machinery, market, medisoft"
32518109.pdf,"team player, physically active, outgoing, willingness to learn, shows initiative"
32605413.pdf,"army, basic, budgets, budget, concept, contracts, data base, driving, financial, government, inspection, instruction, inventory, leadership, logistics"
33964275.pdf,work history
34252537.pdf,extensive hospitality background
34452806.pdf,human resources
35157762.pdf,"arts, cooking, fashion, functional, team building, team leadership, mcp, excel, microsoft windows, microsoft word, project"
36366044.pdf,"other skills include public speaking, leadership, team building, establishing good rapport, time management, self motivation"
37231163.pdf,"excellent leadership qualities, passion for culinary arts, excellent customer service skills, enthusiastic people person, selfdriven, dedicated"
38309905.pdf,"administrative duties, cash handling, direction, hr, inventory, mac, purchasing, record keeping, retail"
47317494.pdf,"budgeting, clients, data entry, fluent in english, financial, conversational french, access, excel, powerpoint, microsoft word, spanish"
47603843.pdf,"accounting, customer service, airfreight delivery, retail, operating airport vehicles to tug aircraft and luggage, maintaining safety in highly secure"
47729453.pdf,"blueprints, budget, closing, cooking, credit, debit, dimensions, training employees, health and safety standards, hiring, inventory, machinist"
48580330.pdf,manage monthly budgets especially payroll
51554903.pdf,"budgeting, gastronomic technique, development coaching, costing, inventory, associate engagement, networking, purchasing, quality"
53265899.pdf,"influential, problem solver, strategic planning, risk management, service quality improvement, staff training, staffretention programs, team"
